Title,URL,Exam_Date,degree,examCode,etype,type,result,grad,Regulation,Is_Supplementary,Exam_Type,Year,Semester
RC/RV B.Tech IV Year II Semester (R15) Advance Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1810&etype=rcrv,22-SEP-2024,btech,1810,rcrv,,,,R15,Yes,Supplementary,IV,II
B.Tech II Year II Semester (R22) Regular Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1813&etype=r17&type=intgrade,22-SEP-2024,btech,1813,r17,intgrade,,,R22,No,Regular,II,II
B.Tech II Year II Semester (R18) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1814&etype=r17&type=intgrade,22-SEP-2024,btech,1814,r17,intgrade,,,R18,Yes,Supplementary,II,II
B.Tech II Year II Semester (R16) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1815&etype=r17&type=intgrade,22-SEP-2024,btech,1815,r17,intgrade,,,R16,Yes,Supplementary,II,II
B.Tech II Year II Semester (R15) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1816,22-SEP-2024,btech,1816,,,,,R15,Yes,Supplementary,II,II
B.Tech II Year II Semester (R13) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1817,22-SEP-2024,btech,1817,,,,,R13,Yes,Supplementary,II,II
B.Tech II Year I Semester (R22) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1818&etype=r17&type=intgrade,22-SEP-2024,btech,1818,r17,intgrade,,,R22,Yes,Supplementary,II,I
B.Tech II Year I Semester (R18) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1819&etype=r17&type=intgrade,22-SEP-2024,btech,1819,r17,intgrade,,,R18,Yes,Supplementary,II,I
B.Tech II Year I Semester (R16) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1820&etype=r17&type=intgrade,22-SEP-2024,btech,1820,r17,intgrade,,,R16,Yes,Supplementary,II,I
B.Tech II Year I Semester (R15) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1821,22-SEP-2024,btech,1821,,,,,R15,Yes,Supplementary,II,I
B.Tech II Year I Semester (R13) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1822,22-SEP-2024,btech,1822,,,,,R13,Yes,Supplementary,II,I
B.Tech IV Year II Semester (R18) ADVANCE Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1808&etype=r17&type=intgrade,24-AUGUST-2024,btech,1808,r17,intgrade,,,R18,Yes,Supplementary,IV,II
B.Tech IV Year II Semester (R16) ADVANCE Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1809&etype=r17&type=intgrade,24-AUGUST-2024,btech,1809,r17,intgrade,,,R16,Yes,Supplementary,IV,II
B.Tech IV Year II Semester (R15) ADVANCE Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1810,24-AUGUST-2024,btech,1810,,,,,R15,Yes,Supplementary,IV,II
B.Tech IV Year II Semester (R13) ADVANCE Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1811,24-AUGUST-2024,btech,1811,,,,,R13,Yes,Supplementary,IV,II
B.Tech IV Year II Semester (R18)  Minor Degree Program ADVANCE Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1812&etype=r17&type=intgrade,24-AUGUST-2024,btech,1812,r17,intgrade,,,R18,Yes,Supplementary,IV,II
RC/RV B.Tech IV Year I Semester (R18) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1795&etype=r17&result=gradercrv&type=rcrvintgrade,21-AUG-2024,btech,1795,r17,rcrvintgrade,gradercrv,,R18,Yes,Supplementary,IV,I
RC/RV B.Tech IV Year I Semester (R16) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1796&etype=r17&result=gradercrv&type=rcrvintgrade,21-AUG-2024,btech,1796,r17,rcrvintgrade,gradercrv,,R16,Yes,Supplementary,IV,I
RC/RV B.Tech IV Year I Semester (R15) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1797&etype=rcrv,21-AUG-2024,btech,1797,rcrv,,,,R15,Yes,Supplementary,IV,I
RC/RV B.Tech IV Year I Semester (R13) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1798&etype=rcrv,21-AUG-2024,btech,1798,rcrv,,,,R13,Yes,Supplementary,IV,I
B.Tech I Year II Semester (R22) Regular Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1800&etype=r17&type=intgrade,21-AUGUST-2023,btech,1800,r17,intgrade,,,R22,No,Regular,I,II
B.Tech I Year II Semester (R18) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1801&etype=r17&type=intgrade,21-AUGUST-2023,btech,1801,r17,intgrade,,,R18,Yes,Supplementary,I,II
B.Tech I Year II Semester (R16) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1802&etype=r17&type=intgrade,21-AUGUST-2023,btech,1802,r17,intgrade,,,R16,Yes,Supplementary,I,II
B.Tech I Year I Semester (R22) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1803&etype=r17&type=intgrade,21-AUGUST-2023,btech,1803,r17,intgrade,,,R22,Yes,Supplementary,I,I
B.Tech I Year I Semester (R18) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1804&etype=r17&type=intgrade,21-AUGUST-2023,btech,1804,r17,intgrade,,,R18,Yes,Supplementary,I,I
B.Tech I Year I Semester (R16) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1805&etype=r17&type=intgrade,21-AUGUST-2023,btech,1805,r17,intgrade,,,R16,Yes,Supplementary,I,I
B.Tech I Year (R15) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1806,21-AUGUST-2023,btech,1806,,,,,R15,Yes,Supplementary,Unknown,Unknown
B.Tech I Year (R13) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1807,21-AUGUST-2023,btech,1807,,,,,R13,Yes,Supplementary,Unknown,Unknown
B.Tech IV Year I Semester (R18) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1795&etype=r17&type=intgrade,21-JULY-2024,btech,1795,r17,intgrade,,,R18,Yes,Supplementary,IV,I
B.Tech IV Year I Semester (R16) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1796&etype=r17&type=intgrade,21-JULY-2024,btech,1796,r17,intgrade,,,R16,Yes,Supplementary,IV,I
B.Tech IV Year I Semester (R15) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1797,21-JULY-2024,btech,1797,,,,,R15,Yes,Supplementary,IV,I
B.Tech IV Year I Semester (R13) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1798,21-JULY-2024,btech,1798,,,,,R13,Yes,Supplementary,IV,I
IV B.Tech Year I Semester (R18) (Minor degree) Supplementary Examinations March-2024 Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1799&etype=r17&type=intgrade,21-July-2024,btech,1799,r17,intgrade,,,R18,Yes,Supplementary,Tech,I
RC/RV B.Tech IV Year II Semester (R18) Regular Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1790&etype=r17&result=gradercrv&type=rcrvintgrade,21-JULY-2024,btech,1790,r17,rcrvintgrade,gradercrv,,R18,No,Regular,IV,II
RC/RV B.Tech IV Year II Semester (R16) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1791&etype=r17&result=gradercrv&type=rcrvintgrade,21-JULY-2024,btech,1791,r17,rcrvintgrade,gradercrv,,R16,Yes,Supplementary,IV,II
RC/RV B.Tech IV Year II Semester (R13) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1793&etype=rcrv,21-JULY-2024,btech,1793,rcrv,,,,R13,Yes,Supplementary,IV,II
RC/RV B.Tech IV Year II Semester (R18) Minor degree Regular Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1794&etype=r17&result=gradercrv&type=rcrvintgrade,21-JULY-2024,btech,1794,r17,rcrvintgrade,gradercrv,,R18,No,Regular,IV,II
B.Tech IV Year II Semester (R18) Minor Degree Program Regular Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1794&etype=r17&type=intgrade,26-JUN-2024,btech,1794,r17,intgrade,,,R18,No,Regular,IV,II
B.Tech IV Year II Semester (R18) Regular Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1790&etype=r17&type=intgrade,25-JUNE-2024,btech,1790,r17,intgrade,,,R18,No,Regular,IV,II
B.Tech IV Year II Semester (R16) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1791&etype=r17&type=intgrade,25-JUNE-2024,btech,1791,r17,intgrade,,,R16,Yes,Supplementary,IV,II
B.Tech IV Year II Semester (R15) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1792,25-JUNE-2024,btech,1792,,,,,R15,Yes,Supplementary,IV,II
B.Tech IV Year II Semester (R13) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1793,25-JUNE-2024,btech,1793,,,,,R13,Yes,Supplementary,IV,II
RC/RV B.Tech III Year II Semester (R18) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1780&etype=r17&result=gradercrv&type=rcrvintgrade,22-MAY-2024,btech,1780,r17,rcrvintgrade,gradercrv,,R18,Yes,Supplementary,III,II
RC/RV B.Tech III Year II Semester (R16) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1781&etype=r17&result=gradercrv&type=rcrvintgrade,22-MAY-2024,btech,1781,r17,rcrvintgrade,gradercrv,,R16,Yes,Supplementary,III,II
RC/RV B.Tech III Year II Semester (R15) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1782&etype=rcrv,22-MAY-2024,btech,1782,rcrv,,,,R15,Yes,Supplementary,III,II
RC/RV B.Tech III Year II Semester (R13) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1783&etype=rcrv,22-MAY-2024,btech,1783,rcrv,,,,R13,Yes,Supplementary,III,II
RC/RV B.Tech III Year I Semester (R18) Regular Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1784&etype=r17&result=gradercrv&type=rcrvintgrade,22-MAY-2024,btech,1784,r17,rcrvintgrade,gradercrv,,R18,No,Regular,III,I
RC/RV B.Tech III Year I Semester (R16) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1785&etype=r17&result=gradercrv&type=rcrvintgrade,22-MAY-2024,btech,1785,r17,rcrvintgrade,gradercrv,,R16,Yes,Supplementary,III,I
RC/RV B.Tech III Year I Semester (R15) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1786&etype=rcrv,22-MAY-2024,btech,1786,rcrv,,,,R15,Yes,Supplementary,III,I
RC/RV B.Tech II Year I Semester (R22) Regular Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1771&etype=r17&result=gradercrv&type=rcrvintgrade,18-MAY-2024,btech,1771,r17,rcrvintgrade,gradercrv,,R22,No,Regular,II,I
RC/RV B.Tech II Year I Semester (R18) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1772&etype=r17&result=gradercrv&type=rcrvintgrade,18-MAY-2024,btech,1772,r17,rcrvintgrade,gradercrv,,R18,Yes,Supplementary,II,I
RC/RV B.Tech II Year I Semester (R16) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1773&etype=r17&result=gradercrv&type=rcrvintgrade,18-MAY-2024,btech,1773,r17,rcrvintgrade,gradercrv,,R16,Yes,Supplementary,II,I
RC/RV B.Tech II Year I Semester (R15) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1774&etype=rcrv,18-MAY-2024,btech,1774,rcrv,,,,R15,Yes,Supplementary,II,I
RC/RV B.Tech II Year I Semester (R13) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1775&etype=rcrv,18-MAY-2024,btech,1775,rcrv,,,,R13,Yes,Supplementary,II,I
RC/RV B.Tech II Year II Semester (R18) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1776&etype=r17&result=gradercrv&type=rcrvintgrade,18-MAY-2024,btech,1776,r17,rcrvintgrade,gradercrv,,R18,Yes,Supplementary,II,II
RC/RV B.Tech II Year II Semester (R16) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1777&etype=r17&result=gradercrv&type=rcrvintgrade,18-MAY-2024,btech,1777,r17,rcrvintgrade,gradercrv,,R16,Yes,Supplementary,II,II
RC/RV B.Tech II Year II Semester (R15) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1778&etype=rcrv,18-MAY-2024,btech,1778,rcrv,,,,R15,Yes,Supplementary,II,II
RC/RV B.Tech II Year II Semester (R13) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1779&etype=rcrv,18-MAY-2024,btech,1779,rcrv,,,,R13,Yes,Supplementary,II,II
RC/RV B.Tech I Year I Semester (R22) Regular Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1763&etype=r17&result=gradercrv&type=rcrvintgrade,07-MAY-2024,btech,1763,r17,rcrvintgrade,gradercrv,,R22,No,Regular,I,I
RC/RV B.Tech I Year I Semester (R18) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1764&etype=r17&result=gradercrv&type=rcrvintgrade,07-MAY-2024,btech,1764,r17,rcrvintgrade,gradercrv,,R18,Yes,Supplementary,I,I
RC/RV B.Tech I Year I Semester (R16) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1765&etype=r17&result=gradercrv&type=rcrvintgrade,07-MAY-2024,btech,1765,r17,rcrvintgrade,gradercrv,,R16,Yes,Supplementary,I,I
RC/RV B.Tech I Year (R15) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1766&etype=rcrv,07-MAY-2024,btech,1766,rcrv,,,,R15,Yes,Supplementary,Unknown,Unknown
RC/RV B.Tech I Year (R13) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1767&etype=rcrv,07-MAY-2024,btech,1767,rcrv,,,,R13,Yes,Supplementary,Unknown,Unknown
RC/RV B.Tech I Year II Semester (R22) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1768&etype=r17&result=gradercrv&type=rcrvintgrade,07-MAY-2024,btech,1768,r17,rcrvintgrade,gradercrv,,R22,Yes,Supplementary,I,II
RC/RV B.Tech I Year II Semester (R18) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1769&etype=r17&result=gradercrv&type=rcrvintgrade,07-MAY-2024,btech,1769,r17,rcrvintgrade,gradercrv,,R18,Yes,Supplementary,I,II
RC/RV B.Tech I Year II Semester (R16) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1770&etype=r17&result=gradercrv&type=rcrvintgrade,07-MAY-2024,btech,1770,r17,rcrvintgrade,gradercrv,,R16,Yes,Supplementary,I,II
B.Tech III Year II Semester (R18) (Minor degree) Supplementary Examinations March-2024 Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1788&etype=r17&type=intgrade,02-MAY-2024,btech,1788,r17,intgrade,,,R18,Yes,Supplementary,III,II
B.Tech III Year I Semester (R18) (Minor degree) Regular/Supplementary Examinations March-2024 Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1789&etype=r17&type=intgrade,02-MAY-2024,btech,1789,r17,intgrade,,,R18,Yes,Supplementary,III,I
B.Tech III Year II Semester (R18) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1780&etype=r17&type=intgrade,27-APR-2024,btech,1780,r17,intgrade,,,R18,Yes,Supplementary,III,II
B.Tech III Year II Semester (R16) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1781&etype=r17&type=intgrade,27-APR-2024,btech,1781,r17,intgrade,,,R16,Yes,Supplementary,III,II
B.Tech III Year II Semester (R15) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1782,27-APR-2024,btech,1782,,,,,R15,Yes,Supplementary,III,II
B.Tech III Year II Semester (R13) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1783,27-APR-2024,btech,1783,,,,,R13,Yes,Supplementary,III,II
B.Tech III Year I Semester (R18) Regular Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1784&etype=r17&type=intgrade,27-APR-2024,btech,1784,r17,intgrade,,,R18,No,Regular,III,I
B.Tech III Year I Semester (R16) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1785&etype=r17&type=intgrade,27-APR-2024,btech,1785,r17,intgrade,,,R16,Yes,Supplementary,III,I
B.Tech III Year I Semester (R15) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1786,27-APR-2024,btech,1786,,,,,R15,Yes,Supplementary,III,I
B.Tech III Year I Semester (R13) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1787,27-APR-2024,btech,1787,,,,,R13,Yes,Supplementary,III,I
B.Tech II Year I Semester (R22) Regular Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1771&etype=r17&type=intgrade,01-APRIL-2024,btech,1771,r17,intgrade,,,R22,No,Regular,II,I
B.Tech II Year I Semester (R18) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1772&etype=r17&type=intgrade,01-APRIL-2024,btech,1772,r17,intgrade,,,R18,Yes,Supplementary,II,I
B.Tech II Year I Semester (R16) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1773&etype=r17&type=intgrade,01-APRIL-2024,btech,1773,r17,intgrade,,,R16,Yes,Supplementary,II,I
B.Tech II Year I Semester (R15) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1774,01-APRIL-2024,btech,1774,,,,,R15,Yes,Supplementary,II,I
B.Tech II Year I Semester (R13) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1775,01-APRIL-2024,btech,1775,,,,,R13,Yes,Supplementary,II,I
B.Tech II Year II Semester (R18) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1776&etype=r17&type=intgrade,01-APRIL-2024,btech,1776,r17,intgrade,,,R18,Yes,Supplementary,II,II
B.Tech II Year II Semester (R16) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1777&etype=r17&type=intgrade,01-APRIL-2024,btech,1777,r17,intgrade,,,R16,Yes,Supplementary,II,II
B.Tech II Year II Semester (R15) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1778,01-APRIL-2024,btech,1778,,,,,R15,Yes,Supplementary,II,II
B.Tech II Year II Semester (R13) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1779,01-APRIL-2024,btech,1779,,,,,R13,Yes,Supplementary,II,II
RC/RV B.Tech IV Year I Semester (R18) Regular Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1758&etype=r17&result=gradercrv&type=rcrvintgrade,20-MAR-2024,btech,1758,r17,rcrvintgrade,gradercrv,,R18,No,Regular,IV,I
